"Protium Finance Limited, Chandigarh"@"Chandigarh"@"Punjab"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"Second Floor, SCO 24-25, Sector 9, Chandigarh, Punjab, 160009."@"30.7449552"@"76.7877379"@"https://www.google.com/maps/place/Protium+Finance+Limited/@30.7449552,76.7877379,15z/data=!4m6!3m5!1s0x390fed4abd4ec229:0xf6100f6525f9e435!8m2!3d30.7449552!4d76.7877379!16s%2Fg%2F11w2237k2s?hl=en-GB&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD"
"Protium Finance Limited, Mysore"@"Mysuru"@"Karnataka"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"# 794, 2nd Floor, Bhavam, Chandaranga Road, T. K. Layout, Mysuru, Karnataka, 570009."@"12.3007853"@"76.6167"@"https://www.google.com/maps/place/Protium+Finance+Limited/@12.3007853,76.6167,15z/data=!4m6!3m5!1s0x3baf7b6fe2746f29:0xbb05ce095839d449!8m2!3d12.3007853!4d76.6167!16s%2Fg%2F11y5_12482?hl=en-GB&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD"
"Protium Finance Limited, Jodhpur"@"Jodhpur"@"Rajasthan"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"4th Floor, K.P. Tower, Plot No. 17, Near Bombay Motor Circle, Upper Chopasni Road, Jodhpur, Rajasthan 342024."@"26.2781076"@"72.9967351"@"https://www.google.com/maps/place/Protium+Finance+Limited/@26.2781076,72.9967351,17z/data=!3m1!4b1!4m6!3m5!1s0x39418d28032e5809:0xdccd73e06db308d5!8m2!3d26.2781076!4d72.9967351!16s%2Fg%2F11y5_0y1pl?entry=tts&g_ep=EgoyMDI1MDMxOC4wIPu8ASoASAFQAw%3D%3D"
"Protium Finance Limited, Faridabad"@"Faridabad"@"Haryana"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"NH 131, A NIT- 5 Faridabad, Railway Road, Faridabad, Haryana, 121001."@"28.4015206"@"77.306397"@"https://www.google.com/maps/place/Protium+Finance+Limited/@28.4015206,77.306397,15z/data=!4m6!3m5!1s0x390cddd23f320a5b:0x8b36de8b7b0cc6c0!8m2!3d28.4015206!4d77.306397!16s%2Fg%2F11w43jyc8x?hl=en-GB&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD"
"Protium Finance Limited, Virar"@"Mumbai"@"Maharashtra"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"Office No 205, 206, 2nd Floor, Kingston Court Commercial, Opp. Old Viva Collage, 100 feet Rd, Virar West, Mumbai, Maharashtra, 401301."@"19.457693"@"72.8038642"@"https://www.google.com/maps/place/Protium+Finance+Limited/@19.457693,72.8038642,15z/data=!4m6!3m5!1s0x3be7ab88f59a1a21:0xcbe53883f9b95d4!8m2!3d19.4572772!4d72.8040411!16s%2Fg%2F11w43jvl5p?hl=en-GB&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD"
"Protium Finance Limited, Kancheepuram"@"Kancheepuram"@"Tamil Nadu"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"32-A, Ground Floor, Vallal Pachaiyappan Street, Kancheepuram, Tamil Nadu, 631501."@"12.8283557"@"79.7038404"@"https://www.google.com/maps/place/Protium+Finance+Limited/@12.8283557,79.7038404,17z/data=!3m1!4b1!4m6!3m5!1s0x3a52c3686f8f1cb5:0x7f2ea66c3d8f6c4!8m2!3d12.8283557!4d79.7038404!16s%2Fg%2F11w1wcpqj7?entry=tts&g_ep=EgoyMDI0MTIxMS4wIPu8ASoASAFQAw%3D%3D"
"Protium Finance Limited, Vellore"@"Vellore"@"Tamil Nadu"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"No. 625/4, P-14, First Floor, Samy Street, ATG Nagar Ext, Vellore Road, Katpadi, Vellore, Tamil Nadu, 632007."@"12.9637983"@"79.1374806"@"https://www.google.com/maps/place/Protium+Finance+Limited/@12.9637983,79.1374806,15z/data=!4m6!3m5!1s0x3bad39d48c921e67:0x6b8eb27b14e5d595!8m2!3d12.9637983!4d79.1374806!16s%2Fg%2F11w1wckx_f?hl=en-GB&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD"
"Protium Finance Limited, Avadi"@"Tiruvallur"@"Tamil Nadu"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"Door No.10, Complex No. 520, 1st Floor, Chennai – Tiruttani Highway, Near Hindu College, Pattabiram, Tiruvallur, Tamil Nadu, 600072."@"13.1194564"@"80.0724976"@"https://www.google.com/maps/place/Protium+Finance+Limited/@13.1194564,80.0724976,15z/data=!4m6!3m5!1s0x3a5291044e338073:0x8384a1424cb6ec10!8m2!3d13.1194564!4d80.0724976!16s%2Fg%2F11w1wcdln5?hl=en-GB&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD"
"Protium Finance Limited, Thane"@"Thane"@"Maharashtra"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"G14, Ground Floor, Eternity Commercial Premises, Teen Hath Naka, L.B.S. Marg, Thane, Thane, Maharashtra, 400604."@"19.187293"@"72.9626422"@"https://www.google.com/maps/place/Protium+Finance+Limited/@19.187293,72.9626422,15z/data=!4m6!3m5!1s0x3be7b9e456c1efcb:0x17ea3e79a1c51a02!8m2!3d19.187293!4d72.9626422!16s%2Fg%2F11w1wcj_48?hl=en-GB&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD"
"Protium Finance Limited, Uttam Nagar"@"Delhi"@"Delhi"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"3rd Floor, A-6, Dal Mil Road, Govardhan Park, Metro Pillar No. 682, Uttam Nagar, Delhi, Delhi, 110059."@"28.6221228"@"77.0568039"@"https://www.google.com/maps/place/Protium+Finance+Limited/@28.6221228,77.0568039,15z/data=!4m6!3m5!1s0x390d055637c04cbd:0xc46cb7b17348f9c4!8m2!3d28.6221228!4d77.0568039!16s%2Fg%2F11y6h_p4_l?hl=en-GB&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD"
"Protium Finance Limited, Vijayawada"@"Vijayawada"@"Andhra Pradesh"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"D.No. 59-10-3/A, 1st Floor, Gadde Krishnaiah Veedhi, Vijayawada, Andhra Pradesh, 520008."@"16.5017337"@"80.6559495"@"https://www.google.com/maps/place/Protium+Finance+Limited/@16.5017337,80.6559495,17z/data=!3m1!4b1!4m6!3m5!1s0x3a35fb9d49a51dc7:0xca3ba19fe78d8963!8m2!3d16.5017337!4d80.6559495!16s%2Fg%2F11w33nxjnh?entry=tts&g_ep=EgoyMDI0MTIxMS4wIPu8ASoASAFQAw%3D%3D"
"Protium Finance Limited, Pimpri"@"Pune"@"Maharashtra"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"Office No. 602, 6th Floor, Fortune Business Center, Pune, Maharashtra, 411057."@"18.5978225"@"73.7740237"@"https://www.google.com/maps/place/Protium+Finance+Limited/@18.5978225,73.7740237,15z/data=!4m6!3m5!1s0x3bc2b9e636b41be1:0xc9a638caf6f36bf4!8m2!3d18.5978225!4d73.7740237!16s%2Fg%2F11w1wcqbt_?hl=en-GB&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD"
"Protium Finance Limited, Bikaner"@"Bikaner"@"Rajasthan"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"Shop No. 27 & 25, 28, 29, 30, 31, 32, 1st Floor, Rani Bazar, Bikaner, Rajasthan, 334001."@"28.0116723"@"73.3165771"@"https://www.google.com/maps/place/Protium+Finance+Limited/@28.0116723,73.3165771,15z/data=!4m6!3m5!1s0x393fe7b06a8bd4fb:0x4931822d5e097064!8m2!3d28.0116723!4d73.3165771!16s%2Fg%2F11w33lgnt4?hl=en-GB&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD"
"Protium Finance Limited, Warangal"@"Warangal"@"Telangana"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"ABK Mall, 2nd Floor, # 2-4-641/2-22 to 25, Ramnagar, NGO's Colony Road, Hanamkonda, Warangal, Telangana, 506001."@"18.0059725"@"79.5544117"@"https://www.google.com/maps/place/Protium+Finance+Limited/@18.0059725,79.5544117,15z/data=!4m6!3m5!1s0x3a334fdd8e231ded:0xa2705cd7ec30d062!8m2!3d18.0059725!4d79.5544117!16s%2Fg%2F11w4nqhqz2?hl=en-GB&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD"
"Protium Finance Limited, Hosur"@"Hosur"@"Tamil Nadu"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"1st Floor, Survey No. 51/1B1A1, Denkanikottai Main Road, Shanthi Nagar, Hosur, Tamil Nadu, 635109."@"12.7276193"@"77.8245811"@"https://www.google.com/maps/place/Protium+Finance+Limited/@12.7276193,77.8245811,15z/data=!4m6!3m5!1s0x3ba8594c326a8b33:0x8ab555aa949b0be4!8m2!3d12.7276193!4d77.8245811!16s%2Fg%2F11w43hq1l6?hl=en-GB&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD"
"Protium Finance Limited, Nashik"@"Nashik"@"Maharashtra"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"1st Floor, Flat No. 5, Smita Apartment Patil Len, 1, College Road, West, Nashik, Maharashtra, 422005."@"20.0070743"@"73.7688495"@"https://www.google.com/maps/place/Protium+Finance+Limited/@20.0070743,73.7688495,15z/data=!4m6!3m5!1s0x3bddebb23104b503:0xd33d8c59c762edef!8m2!3d20.0070743!4d73.7688495!16s%2Fg%2F11y5_1nx_l?hl=en-GB&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD"
"Protium Finance Limited, Hadapsar"@"Pune"@"Maharashtra"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"Chamber Office No. 330, Level C 3, 3rd Floor, Amanora Chambers East Wing, Amanora Park Town, Sadesatra Nali, Pune, Maharashtra, 411028."@"18.5182036"@"73.9360061"@"https://www.google.com/maps/place/Protium+Finance+Limited/@18.5182036,73.9360061,15z/data=!4m6!3m5!1s0x3bae717ca1d6d991:0x4de239f9989c1904!8m2!3d18.5182036!4d73.9360061!16s%2Fg%2F11w43m5cxr?hl=en-GB&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD"
"Protium Finance Limited, Madurai"@"Madurai"@"Tamil Nadu"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"No.144/1, 1st Floor, By-Pass Road, Fathima Nagar, Madurai, Tamil Nadu, 625016."@"9.9328644"@"78.0961797"@"https://www.google.com/maps/place/Protium+Finance+Limited/@9.9328644,78.0961797,17z/data=!3m1!4b1!4m6!3m5!1s0x3b00c5b18dbd0541:0x787ae0c2aa9ad2db!8m2!3d9.9328644!4d78.0961797!16s%2Fg%2F11w43jyc7_?entry=tts&g_ep=EgoyMDI0MTIxMS4wIPu8ASoASAFQAw%3D%3D"
"Protium Finance Limited, Banaswadi"@"Bangalore"@"Karnataka"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"998/3, 1st Floor, 3rd Cross, 9th Main, 1st Block, HRBR Layout, Banaswadi, Bangalore, Karnataka, 560043."@"13.0183676"@"77.6533304"@"https://www.google.com/maps/place/Protium+Finance+Limited/@13.0183676,77.6533304,15z/data=!4m6!3m5!1s0x3bae175f334957b3:0x4a89a4bd8b4cc7d9!8m2!3d13.0183676!4d77.6533304!16s%2Fg%2F11w2d3rtc5?sa=X&ved=1t:2428&hl=en-GB&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD"
"Protium Finance Limited, Alwar"@"Alwar"@"Rajasthan"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"1st Floor, Vishnu Priya Tower, 201, Raghu Marg, Opposite Govt. Children Hospital, Alwar, Rajasthan, 301001."@"27.5659455"@"76.6139512"@"https://www.google.com/maps/place/Protium+Finance+Limited/@27.5659455,76.6139512,15z/data=!4m6!3m5!1s0x3972996ac486d6fb:0x4f12a1124774c5cb!8m2!3d27.5659455!4d76.6139512!16s%2Fg%2F11w43kzp_p?hl=en-GB&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD"
"Protium Finance Limited, Vishakpatnam"@"Vishakpatnam"@"Andhra Pradesh"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"4th Floor, 47-10-1, Bhuvaneshwari Plaza, Main Rd, Diamond Park, Dwaraka Nagar, Vishakpatnam, Andhra Pradesh, 530016."@"17.7272767"@"83.3019751"@"https://www.google.com/maps/place/Protium+Finance+Limited/@17.7272767,83.3019751,15z/data=!4m6!3m5!1s0x3a3943780a689185:0x2a5e4d8b29c15347!8m2!3d17.7272767!4d83.3019751!16s%2Fg%2F11y5_1pmdq?hl=en-GB&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD"
"Protium Finance Limited, Nizamabad"@"Nizamabad"@"Telangana"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"H No. 1-1-393, 2nd Floor, Opp. Reliance Mall & Samsung Showroom, Vinayak Nagar, Nizamabad, Telangana, 503002."@"18.6648311"@"78.1076775"@"https://www.google.com/maps/place/Protium+Finance+Limited/@18.6648311,78.1076775,15z/data=!4m6!3m5!1s0x3bcddbcf3fad626b:0x8626d2d43eb645c9!8m2!3d18.6648311!4d78.1076775!16s%2Fg%2F11rqfzp_s8?hl=en-GB&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD"
"Protium Finance Limited, Salem"@"Salem"@"Tamil Nadu"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"28/1, 1st Floor, LIC Colony, New Bus Stand Rd, Swarnapuri, Salem, Tamil Nadu, 636004."@"11.6698752"@"78.1421102"@"https://www.google.com/maps/place/Protium+Finance+Limited/@11.6698752,78.1421102,955m/data=!3m1!1e3!4m6!3m5!1s0x3babf15b65784b9d:0xef58a3d85d72c148!8m2!3d11.6699301!4d78.1420325!16s%2Fg%2F11y5_1k507?entry=tts&g_ep=EgoyMDI1MDYxNi4wIPu8ASoASAFQAw%3D%3D&skid=9a950356-53c3-4046-94f0-4cfd1136e8f6"
"Protium Finance Limited, Surat"@"Surat"@"Gujarat"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"Office No. 405, 4th Floor, 21st Century, Near Udhna Darwaja, Ring Road, Surat, Gujarat, 395002."@"21.1842444"@"72.8338714"@"https://www.google.com/maps/place/Protium+Finance+Limited/@21.1842444,72.8338714,15z/data=!4m6!3m5!1s0x3be04f0aee065617:0x56edd330f8416153!8m2!3d21.1842444!4d72.8338714!16s%2Fg%2F11y65s1y54?hl=en-GB&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD"
"Protium Finance Limited, Vadodara"@"Vadodara"@"Gujarat"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"Old Padra Rd, Navneet Park, Vadodara, Gujarat, 390015."@"22.2961806"@"73.1667145"@"https://www.google.com/maps/place/Protium+Finance+Limited/@22.2961806,73.1667145,15z/data=!4m6!3m5!1s0x395fc7c5138b0f65:0xcbe907d6b1414aa!8m2!3d22.2961806!4d73.1667145!16s%2Fg%2F11w43k9v65?hl=en-GB&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD"
"Protium Finance Limited, Gurugram"@"Gurugram"@"Haryana"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"3rd Floor, JK Tower, Adjacent To HP Kataria Petrol Pump,Sector 4-5 Chowk, Railway Road, Gurugram, Haryana, 122001."@"28.4838592"@"77.0130577"@"https://www.google.com/maps/place/Protium+Finance+Limited/@28.4838592,77.0130577,15z/data=!4m6!3m5!1s0x390d19054c3e0c4f:0x2ef5cace191442f1!8m2!3d28.4838592!4d77.0130577!16s%2Fg%2F11ptn875m2?hl=en-GB&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD"
"Protium Finance Limited, Ghaziabad"@"Ghaziabad"@"Uttar Pradesh"@"9:30 AM to 6:30 PM, Monday to Saturday , First and Second Saturdays are holidays"@"8828820004"@"TF-09A, 3rd Floor, Astoria Boulevard, RDC, Hint Chowk, Ghaziabad, Uttar Pradesh, 201002."@"28.6779231"@"77.442382"@"https://www.google.com/maps/place/Protium+Finance+Limited/@28.6779231,77.442382,15z/data=!4m6!3m5!1s0x390cf18edf6827fd:0xc5a17fa2bd3e93ec!8m2!3d28.6779231!4d77.442382!16s%2Fg%2F11y65rlqdd?hl=en-GB&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD"
